18,33,3
18,35,19
18,36,8
18,38,11
18,41,14
18,45,3
18,47,11
18,48,8
18,51,3
18,61,2
19,4,6
19,7,17
19,10,6
19,12,7
19,13,4
19,14,19
19,19,4
19,24,5
19,28,0
19,32,11
19,33,7
19,35,0
19,36,1
19,38,13
19,39,2
19,41,11
19,43,3
19,45,7
19,47,16
19,48,0
19,49,15
19,51,13
19,55,15
19,56,14
19,58,2
19,61,4
20,4,8
20,7,18
20,10,10
20,12,19
20,13,14
20,14,13
20,19,3
20,20,17
20,24,6
20,28,7
20,32,14
20,33,3
20,35,10
20,36,11
20,39,15
20,41,2
20,43,3
20,45,11
20,46,17
20,47,17
20,48,3
20,49,13
20,51,1
20,56,11
20,58,16
20,61,15
21,1,17
21,7,19
21,10,17
21,11,8
21,12,8
21,13,9
21,17,5
21,20,18
21,24,2
21,25,0
21,26,16
21,27,13
21,31,5
21,32,10
21,33,18
21,39,1
21,41,19
21,49,2
21,53,13
21,55,14
21,56,6
21,58,3
21,61,3
22,1,18
22,4,9
22,7,12
22,11,6
22,12,6
22,13,8
22,14,3
22,17,13
22,20,12
22,24,7
22,25,11
22,26,1
22,27,14
22,32,18
22,33,12
22,39,13
22,41,12
22,49,10
22,53,19
22,55,11
22,56,3
22,58,18
22,61,2
23,1,4
23,2,5
23,4,2
23,7,15
23,8,18
23,16,14
23,20,18
23,21,19
23,23,10
23,24,2
23,27,9
23,28,18
23,30,16
23,32,14
23,34,1
23,35,9
23,39,2
23,42,16
23,43,18
23,44,1
23,47,18
23,50,10
23,58,16
23,61,1
24,1,10
24,4,5
24,7,14
24,16,19
24,20,11
24,23,10
24,24,1
24,27,10
24,28,3
24,30,12
24,32,19
24,34,10
24,35,4
24,42,12
24,43,2
24,44,12
24,47,10
24,50,16
24,58,13
24,61,0
25,1,5
25,4,15
25,7,4
25,8,9
25,16,3
25,20,17
25,21,16
25,23,10
25,24,19
25,27,12
25,28,5
25,30,19
25,32,5
25,34,1
25,35,7
25,42,14
25,43,7
25,44,15
25,50,18
25,61,9
26,1,16
26,2,5
26,4,19
26,7,8
26,8,15
26,16,17
26,21,16
26,23,9
26,24,5
26,27,16
26,28,13
26,30,7
26,32,11
26,35,12
26,39,7
26,42,2
26,43,0
26,44,3
26,47,10
26,50,4
26,58,15
26,61,4
27,1,7
27,2,19
27,8,3
27,11,15
27,16,0
27,18,18
27,19,4
27,20,0
27,21,7
27,22,5
27,24,2
27,28,11
27,30,16
27,32,16
27,34,12
27,35,1
27,39,11
27,42,0
27,44,2
27,47,3
27,49,10
27,50,11
27,56,5
27,57,14
27,60,5
28,1,2
28,2,14
28,8,6
28,11,6
28,16,10
28,19,17
28,20,1
28,21,6
28,22,1
28,24,10
28,28,11
28,30,12
28,32,12
28,34,5
28,35,15
28,39,16
28,42,2
28,44,2
28,47,5
28,49,10
28,50,10
28,56,9
28,57,13
28,59,14
28,60,1
29,1,11
29,2,13
29,8,1
29,11,12
29,16,5
29,19,19
29,20,14
29,21,2
29,22,11
29,24,18
29,28,4
29,30,11
29,32,2
29,34,16
29,35,10
29,39,7
29,44,5
29,47,12
29,50,8
29,56,6
29,59,15
29,60,4
30,1,14
30,2,14
30,11,10
30,16,2
30,18,9
30,19,5
30,20,5
30,21,16
30,22,6
30,24,7
30,28,0
30,30,18
30,32,17
30,34,2
30,35,12
30,42,16
30,44,13
30,47,2
30,49,10
30,50,14
30,56,16
30,57,17
30,59,5
30,60,4
31,5,9
31,6,8
31,7,17
31,9,9
31,10,2
31,11,5
31,12,18
31,13,19
31,14,19
31,16,18
31,18,0
31,20,18
31,24,6
31,27,13
31,31,0
31,32,17
31,33,9
31,34,12
31,35,2
31,37,5
31,38,15
31,39,10
31,41,10
31,43,10
31,47,11
31,52,11
31,54,3
31,55,14
31,56,14
31,57,3
31,58,12
31,60,13
31,61,5
32,4,18
32,5,6
32,6,15
32,9,9
32,10,2
32,12,7
32,13,11
32,14,9
32,16,15
32,18,0
32,20,13
32,24,8
32,27,12
32,31,12
32,32,17
32,33,17
32,34,12
32,35,17
32,37,19
32,38,3
32,39,3
32,41,10
32,43,11
32,47,6
32,49,12
32,52,1
32,54,10
32,55,16
32,56,19
32,57,4
32,58,19
32,60,12
33,4,9
33,5,16
33,6,17
33,7,18
33,9,0
33,10,3
33,12,0
33,13,8
33,16,18
33,18,1
33,20,5
33,24,19
33,27,12
33,31,7
33,32,3
33,33,14
33,34,4
33,35,6
33,37,19
33,39,1
33,41,16
33,43,10
33,49,12
33,52,5
33,54,17
33,55,11
33,56,8
33,57,6
33,60,9
33,61,9
34,4,6
34,5,15
34,6,11
34,7,8
34,9,18
34,10,12
34,11,12
34,12,4
34,13,9
34,16,14
34,18,15
34,20,17
34,24,17
34,27,4
34,31,18
34,32,1
34,33,16
34,34,7
34,35,13
34,37,15
34,38,4
34,39,17
34,43,15
34,47,6
34,49,9
34,52,1
34,55,18
34,56,1
34,58,5
34,61,12
35,1,14
35,2,3
35,4,14
35,8,5
35,11,10
35,14,18
35,16,6
35,17,12
35,20,16
35,21,12
35,24,5
35,26,7
35,27,12
35,31,8
35,34,18
35,35,11
35,39,1
35,50,14
35,53,12
35,56,9
36,1,9
36,2,7
36,4,4
36,8,14
36,11,19
36,14,17
36,17,6
36,20,19
36,21,2
36,24,16
36,25,2
36,27,17
36,32,17
36,34,10
36,35,14
36,39,6
36,50,15
36,53,16
36,56,1
37,1,16
37,2,18
37,4,14
37,8,9
37,11,12
37,14,0
37,16,18
37,17,13
37,20,2
37,21,1
37,25,15
37,26,13
37,27,4
37,31,13
37,32,12
37,34,12
37,35,17
37,39,11
37,50,17
37,53,4
37,56,7
38,1,0
38,4,17
38,8,12
38,11,7
38,14,4
38,16,3
38,17,13
38,20,0
38,21,2
38,24,1
38,25,1
38,26,1
38,27,7
38,31,1
38,32,9
38,34,18
38,35,19
38,39,10
38,50,4
38,56,13
39,1,10
39,4,13
39,7,12
39,11,17
39,14,7
39,17,4
39,23,1
39,25,13
39,26,4
39,27,8
39,28,2
39,31,2
39,32,6
39,42,12
39,43,19
39,44,2
39,47,18
39,50,17
39,53,6
39,56,10
39,58,0
39,61,6
40,4,15
40,11,6
40,14,7
40,17,9
40,23,17
40,25,9
40,26,16
40,27,14
40,28,15
40,30,10
40,32,13
40,42,7
40,43,0
40,44,18
40,47,13
40,50,6
40,53,12
40,56,7
40,58,10
40,61,15
41,4,15
41,7,11
41,11,17
41,14,17
41,25,2
41,27,0
41,28,7
41,30,4
41,31,16
41,32,1
41,42,19
41,44,0
41,47,17
41,50,0
41,53,8
41,56,9
41,58,13
41,61,5
42,2,16
42,3,11
42,4,12
42,5,12
42,8,7
42,14,2
42,15,1
42,16,12
42,18,15
42,22,0
42,27,2
42,29,13
42,31,10
42,32,3
42,33,1
42,34,18
42,35,1
42,37,8
42,38,18
42,41,5
42,46,6
42,47,12
42,51,18
42,52,12
42,54,17
42,55,4
42,56,2
42,58,11
42,61,13
43,5,14
43,6,11
43,7,12
43,10,18
43,12,2
43,13,9
43,16,2
43,20,4
43,24,4
43,32,10
43,33,2
43,37,9
43,39,8
43,41,2
43,47,14
43,49,16
43,53,0
43,55,17
43,56,19
43,57,12
43,58,13
43,61,2
44,5,17
44,10,5
44,12,5
44,13,9
44,16,4
44,20,13
44,24,9
44,32,2
44,33,7
44,37,15
44,39,6
44,41,4
44,47,12
44,49,19
44,53,10
44,55,13
44,56,19
44,57,10
44,58,6
44,61,5
45,35,17
45,36,17
45,4,14
45,10,9
45,43,2
45,45,13
45,46,4
45,47,7
45,13,4
45,14,12
45,48,19
45,19,12
45,51,13
45,28,11
45,61,17
45,32,2
46,35,7
46,36,11
46,4,19
46,38,12
46,43,13
46,45,3
46,46,16
46,47,17
46,13,18
46,14,11
46,48,18
46,19,4
46,51,0
46,28,9
46,61,2
46,32,4
47,35,10
47,36,6
47,4,11
47,38,14
47,10,14
47,43,9
47,45,3
47,46,10
47,47,5
47,14,16
47,48,5
47,19,13
47,28,12
47,61,5
47,32,13
48,35,19
48,36,14
48,4,12
48,38,6
48,10,2
48,43,17
48,45,10
48,46,3
48,47,15
48,13,10
48,14,19
48,48,3
48,19,14
48,51,9
48,61,4
48,32,7
49,1,15
49,4,5
49,5,15
49,6,5
49,7,14
49,9,11
49,16,6
49,18,17
49,28,15
49,29,15
49,30,14
49,32,2
49,35,7
49,36,8
49,37,9
49,42,14
49,47,15
49,49,3
49,52,8
49,53,11
49,56,1
49,57,14
49,58,13
50,1,7
50,4,1
50,5,11
50,6,2
50,7,3
50,9,7
50,12,18
50,16,19
50,18,5
50,28,6
50,29,1
50,30,17
50,32,17
50,35,9
50,36,8
50,42,3
50,47,13
50,53,4
50,56,4
50,57,10
50,58,12
51,1,18
51,4,13
51,5,2
51,6,2
51,7,8
51,9,11
51,12,15
51,16,0
51,18,2
51,28,14
51,29,11
51,30,17
51,32,13
51,35,15
51,36,9
51,37,18
51,42,15
51,47,1
51,49,14
51,52,5
51,53,0
51,57,4
51,58,9
52,1,5
52,2,9
52,5,7
52,8,2
52,9,0
52,11,2
52,13,7
52,14,14
52,16,10
52,17,13
52,20,15
52,21,12
52,24,3
52,26,11
52,28,4
52,30,4
52,31,4
52,32,18
52,34,5
52,35,6
52,36,4
52,42,14
52,43,2
52,45,4
52,46,18
52,47,11
52,55,4
52,57,2
52,59,19
52,60,19
53,1,0
53,2,9
53,5,19
53,8,12
53,9,1
53,11,7
53,13,3
53,14,19
53,16,0
53,21,18
53,24,17
53,26,15
53,30,0
53,31,0
53,32,1
53,36,9
53,39,16
53,42,13
53,43,2
53,45,17
53,46,8
53,47,2
53,50,6
53,57,10
53,59,2
53,60,13
54,33,1
54,34,5
54,4,4
54,5,5
54,38,11
54,6,8
54,39,4
54,11,8
54,12,3
54,49,0
54,55,13
54,57,2
54,60,18
54,61,15
54,31,11
55,33,18
55,34,5
55,4,3
55,5,3
55,38,16
55,6,0
55,39,15
55,11,4
55,12,1
55,49,13
55,55,7
55,57,10
55,60,2
55,61,3
55,31,1
56,4,9
56,7,17
56,9,11
56,11,18
56,13,19
56,14,11
56,16,15
56,18,17
56,20,7
56,23,13
56,26,17
56,27,0
56,30,12
56,31,9
56,32,16
56,35,1
56,37,8
56,39,7
56,42,16
56,43,11
56,44,2
56,45,16
56,47,12
56,50,18
56,52,4
56,54,8
56,58,12
56,60,10
56,61,8
57,4,6
57,7,18
57,9,3
57,11,14
57,13,3
57,14,6
57,16,14
57,17,3
57,18,9
57,20,19
57,23,10
57,26,7
57,28,1
57,30,8
57,31,5
57,32,12
57,34,17
57,35,7
57,36,3
57,37,4
57,39,1
57,42,7
57,43,12
57,44,2
57,45,8
57,50,2
57,52,14
57,54,2
57,60,10
57,61,14
58,37,12
58,6,5
58,5,5
58,47,14
58,16,1
58,49,19
58,53,9
58,57,17
58,58,2
58,32,4
59,33,0
59,34,7
59,4,8
59,5,15
59,38,18
59,11,7
59,12,1
59,49,7
59,55,12
59,57,5
59,60,18
59,61,11
60,33,11
60,4,18
60,38,15
60,6,5
60,39,2
60,11,19
60,12,16
60,49,10
60,57,4
60,60,5
60,31,10
61,33,4
61,34,4
61,4,16
61,5,2
61,38,12
61,6,10
61,39,4
61,12,13
61,49,15
61,55,5
61,57,17
61,60,19
61,61,7
61,31,5
62,33,9
62,34,0
62,38,18
62,6,19
62,39,19
62,11,18
62,12,15
62,49,2
62,55,10
62,57,2
62,60,10
62,61,8
62,31,2
63,3,15
63,4,11
63,6,3
63,7,18
63,8,7
63,9,2
63,11,1
63,13,10
63,14,3
63,16,5
63,17,5
63,20,17
63,27,19
63,28,0
63,30,5
63,31,13
63,34,3
63,35,6
63,36,17
63,37,17
63,38,9
63,39,3
63,40,18
63,42,15
63,43,11
63,44,2
63,45,19
63,47,3
63,50,5
63,56,2
63,57,3
63,58,12
63,60,8
63,61,17
64,3,11
64,4,11
64,6,1
64,7,14
64,8,8
64,9,4
64,11,3
64,13,11
64,14,13
64,17,17
64,20,12
64,23,13
64,27,15
64,28,7
64,30,2
64,31,1
64,34,16
64,35,19
64,36,14
64,37,5
64,39,4
64,40,2
64,43,4
64,44,8
64,45,2
64,47,17
64,50,10
64,56,16
64,57,0
64,58,19
64,60,13
64,61,4
65,3,18
65,4,3
65,7,3
65,8,17
65,9,13
65,11,15
65,13,15
65,14,8
65,16,19
65,17,12
65,20,10
65,23,1
65,26,8
65,27,0
65,28,9
65,30,15
65,31,3
65,35,9
65,37,10
65,38,13
65,39,2
65,40,6
65,43,15
65,44,11
65,45,16
65,47,2
65,50,16
65,56,16
65,57,0
65,58,6
65,60,7
65,61,1
